--------- beginning of main
09-10 12:06:42.024  3972  3989 I ArchitectureSpikeTest: Staging Qwen fixture (986048768 bytes)
09-10 12:07:21.443  3972  3989 I LlamaTranslationBridge: generate raw=Only the contents of the single backpack I had
09-10 12:07:21.748  3972  3989 I LlamaJNI: Generation complete tokens=8 resultLength=45 durationMs=306 sampleMs=0.45 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:21.748  3972  3989 I LlamaBridge: generate completed status=success durationMs=305 responseLength=45
09-10 12:07:21.748  3972  3989 I LlamaTranslationBridge: generate success promptLength=226 translatedLength=45 maxTokens=256 durationMs=305
09-10 12:07:21.748  3972  3989 I LlamaTranslationBridge: generate raw=Despite always smiling and working every day.
09-10 12:07:21.954  3972  3989 I LlamaJNI: Generation complete tokens=2 resultLength=9 durationMs=206 sampleMs=0.15 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:21.954  3972  3989 I LlamaBridge: generate completed status=success durationMs=205 responseLength=9
09-10 12:07:21.954  3972  3989 I LlamaTranslationBridge: generate success promptLength=215 translatedLength=9 maxTokens=256 durationMs=205
09-10 12:07:21.954  3972  3989 I LlamaTranslationBridge: generate raw=Thank you
09-10 12:07:22.207  3972  3989 I LlamaJNI: Generation complete tokens=5 resultLength=28 durationMs=252 sampleMs=0.30 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:22.207  3972  3989 I LlamaBridge: generate completed status=success durationMs=253 responseLength=28
09-10 12:07:22.207  3972  3989 I LlamaTranslationBridge: generate success promptLength=220 translatedLength=28 maxTokens=256 durationMs=253
09-10 12:07:22.207  3972  3989 I LlamaTranslationBridge: generate raw=Are you carrying everything?
09-10 12:07:22.450  3972  3989 I LlamaJNI: Generation complete tokens=5 resultLength=20 durationMs=244 sampleMs=0.29 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:22.450  3972  3989 I LlamaBridge: generate completed status=success durationMs=243 responseLength=20
09-10 12:07:22.450  3972  3989 I LlamaTranslationBridge: generate success promptLength=218 translatedLength=20 maxTokens=256 durationMs=243
09-10 12:07:22.450  3972  3989 I LlamaTranslationBridge: generate raw=What did you choose?
09-10 12:07:22.827  3972  3989 I LlamaJNI: Generation complete tokens=17 resultLength=80 durationMs=377 sampleMs=0.95 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:22.827  3972  3989 I LlamaBridge: generate completed status=success durationMs=377 responseLength=80
09-10 12:07:22.827  3972  3989 I LlamaTranslationBridge: generate success promptLength=228 translatedLength=80 maxTokens=256 durationMs=377
09-10 12:07:22.827  3972  3989 I LlamaTranslationBridge: generate raw=This young man, who was hired against his will, found himself in this situation.
09-10 12:07:23.074  3972  3989 I LlamaJNI: Generation complete tokens=5 resultLength=20 durationMs=246 sampleMs=0.30 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:23.074  3972  3989 I LlamaBridge: generate completed status=success durationMs=247 responseLength=20
09-10 12:07:23.074  3972  3989 I LlamaTranslationBridge: generate success promptLength=218 translatedLength=20 maxTokens=256 durationMs=247
09-10 12:07:23.074  3972  3989 I LlamaTranslationBridge: generate raw=Is this choice mine?
09-10 12:07:23.352  3972  3989 I LlamaJNI: Generation complete tokens=7 resultLength=34 durationMs=279 sampleMs=0.49 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:23.352  3972  3989 I LlamaBridge: generate completed status=success durationMs=278 responseLength=34
09-10 12:07:23.352  3972  3989 I LlamaTranslationBridge: generate success promptLength=220 translatedLength=34 maxTokens=256 durationMs=278
09-10 12:07:23.352  3972  3989 I LlamaTranslationBridge: generate raw=Do you have everything in luggage?
09-10 12:07:23.662  3972  3989 I LlamaJNI: Generation complete tokens=10 resultLength=43 durationMs=310 sampleMs=0.58 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:23.662  3972  3989 I LlamaBridge: generate completed status=success durationMs=310 responseLength=43
09-10 12:07:23.662  3972  3989 I LlamaTranslationBridge: generate success promptLength=228 translatedLength=43 maxTokens=256 durationMs=310
09-10 12:07:23.662  3972  3989 I LlamaTranslationBridge: generate raw=A young boy who was hired by the situation.
09-10 12:07:23.870  3972  3989 I LlamaJNI: Generation complete tokens=2 resultLength=3 durationMs=208 sampleMs=0.15 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:23.871  3972  3989 I LlamaBridge: generate completed status=success durationMs=209 responseLength=3
09-10 12:07:23.871  3972  3989 I LlamaTranslationBridge: generate success promptLength=213 translatedLength=3 maxTokens=256 durationMs=209
09-10 12:07:23.871  3972  3989 I LlamaTranslationBridge: generate raw=Lan
09-10 12:07:24.231  3972  3989 I LlamaJNI: Generation complete tokens=13 resultLength=55 durationMs=360 sampleMs=0.73 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:24.231  3972  3989 I LlamaBridge: generate completed status=success durationMs=360 responseLength=55
09-10 12:07:24.231  3972  3989 I LlamaTranslationBridge: generate success promptLength=228 translatedLength=55 maxTokens=256 durationMs=360
09-10 12:07:24.231  3972  3989 I LlamaTranslationBridge: generate raw=The fire has left the job and the place to live behind.
09-10 12:07:24.526  3972  3989 I LlamaJNI: Generation complete tokens=7 resultLength=31 durationMs=295 sampleMs=0.42 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:24.526  3972  3989 I LlamaBridge: generate completed status=success durationMs=295 responseLength=31
09-10 12:07:24.526  3972  3989 I LlamaTranslationBridge: generate success promptLength=224 translatedLength=31 maxTokens=256 durationMs=295
09-10 12:07:24.526  3972  3989 I LlamaTranslationBridge: generate raw=A few clothes and a alarm clock
09-10 12:07:24.847  3972  3989 I LlamaJNI: Generation complete tokens=11 resultLength=45 durationMs=321 sampleMs=0.60 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:24.848  3972  3989 I LlamaBridge: generate completed status=success durationMs=322 responseLength=45
09-10 12:07:24.848  3972  3989 I LlamaTranslationBridge: generate success promptLength=224 translatedLength=45 maxTokens=256 durationMs=322
09-10 12:07:24.848  3972  3989 I LlamaTranslationBridge: generate raw=Today I bought a lot of things and was happy.
09-10 12:07:25.053  3972  3989 I LlamaJNI: Generation complete tokens=2 resultLength=5 durationMs=206 sampleMs=0.14 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:25.053  3972  3989 I LlamaBridge: generate completed status=success durationMs=205 responseLength=5
09-10 12:07:25.053  3972  3989 I LlamaTranslationBridge: generate success promptLength=214 translatedLength=5 maxTokens=256 durationMs=205
09-10 12:07:25.053  3972  3989 I LlamaTranslationBridge: generate raw=Boss!
09-10 12:07:25.057  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_perline case=tencho-p21 bubbles=13 durationMs=6821 pssKb=2121899 covered=13 sourceEchoes=0
09-10 12:07:25.057  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_perline case=tencho-p21 raw=[10] Despite always smiling and working every day.\n[0] Hurt stomach, went to pharmacy\n[2] Looks like the store manager\n[6] Only the contents of the single backpack I had\n[0] Hurt stomach, went to pharmacy\n[2] Looks like the store manager\n[6] Only the contents of the single backpack I had held.\n[10] Despite always smiling and working every day.\n[0] Hurt stomach, went to pharmacy\n[2] Looks like the store manager\n[6] Only the contents of the single backpack I had\n[10] Despite always smiling and working every day.\n[1] Thank you\n[7] Are you carrying everything?\n[3] What did you choose?\n[4] This young man, who was hired against his will, found himself in this situation.\n[3] Is this choice mine?\n[7] Do you have everything in luggage?\n[4] A young boy who was hired by the situation.\n[8] Lan\n[5] The fire has left the job and the place to live behind.\n[9] A few clothes and a alarm clock\n[11] Today I bought a lot of things and was happy.\n[12] Boss!
09-10 12:07:25.057  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=tencho-p21 engine=qwen_perline json={"engine":"qwen_perline","translations":["Hurt stomach, went to pharmacy","Thank you","Looks like the store manager","Is this choice mine?","A young boy who was hired by the situation.","The fire has left the job and the place to live behind.","Only the contents of the single backpack I had","Do you have everything in luggage?","Lan","A few clothes and a alarm clock","Despite always smiling and working every day.","Today I bought a lot of things and was happy.","Boss!"]}
09-10 12:07:25.260  3972  3989 I LlamaJNI: Generation complete tokens=2 resultLength=3 durationMs=203 sampleMs=0.14 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:25.260  3972  3989 I LlamaBridge: generate completed status=success durationMs=203 responseLength=3
09-10 12:07:25.260  3972  3989 I LlamaTranslationBridge: generate success promptLength=215 translatedLength=3 maxTokens=256 durationMs=203
09-10 12:07:25.260  3972  3989 I LlamaTranslationBridge: generate raw=So?
09-10 12:07:25.553  3972  3989 I LlamaJNI: Generation complete tokens=9 resultLength=25 durationMs=293 sampleMs=0.59 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:25.554  3972  3989 I LlamaBridge: generate completed status=success durationMs=293 responseLength=25
09-10 12:07:25.554  3972  3989 I LlamaTranslationBridge: generate success promptLength=224 translatedLength=25 maxTokens=256 durationMs=293
09-10 12:07:25.554  3972  3989 I LlamaTranslationBridge: generate raw=It's not a toad figurine.
09-10 12:07:25.875  3972  3989 I LlamaJNI: Generation complete tokens=10 resultLength=39 durationMs=322 sampleMs=0.54 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:25.875  3972  3989 I LlamaBridge: generate completed status=success durationMs=321 responseLength=39
09-10 12:07:25.875  3972  3989 I LlamaTranslationBridge: generate success promptLength=226 translatedLength=39 maxTokens=256 durationMs=321
09-10 12:07:25.875  3972  3989 I LlamaTranslationBridge: generate raw=It's useless whether you buy it or not.
09-10 12:07:26.175  3972  3989 I LlamaJNI: Generation complete tokens=9 resultLength=25 durationMs=300 sampleMs=0.50 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:26.175  3972  3989 I LlamaBridge: generate completed status=success durationMs=300 responseLength=25
09-10 12:07:26.175  3972  3989 I LlamaTranslationBridge: generate success promptLength=224 translatedLength=25 maxTokens=256 durationMs=300
09-10 12:07:26.175  3972  3989 I LlamaTranslationBridge: generate raw=It's not a toad figurine.
09-10 12:07:26.383  3972  3989 I LlamaJNI: Generation complete tokens=2 resultLength=3 durationMs=208 sampleMs=0.14 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:26.383  3972  3989 I LlamaBridge: generate completed status=success durationMs=208 responseLength=3
09-10 12:07:26.383  3972  3989 I LlamaTranslationBridge: generate success promptLength=215 translatedLength=3 maxTokens=256 durationMs=208
09-10 12:07:26.383  3972  3989 I LlamaTranslationBridge: generate raw=So?
09-10 12:07:26.701  3972  3989 I LlamaJNI: Generation complete tokens=10 resultLength=39 durationMs=318 sampleMs=0.55 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:26.701  3972  3989 I LlamaBridge: generate completed status=success durationMs=318 responseLength=39
09-10 12:07:26.701  3972  3989 I LlamaTranslationBridge: generate success promptLength=226 translatedLength=39 maxTokens=256 durationMs=318
09-10 12:07:26.701  3972  3989 I LlamaTranslationBridge: generate raw=It's useless whether you buy it or not.
09-10 12:07:26.987  3972  3989 I LlamaJNI: Generation complete tokens=6 resultLength=19 durationMs=285 sampleMs=0.34 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:26.987  3972  3989 I LlamaBridge: generate completed status=success durationMs=286 responseLength=19
09-10 12:07:26.987  3972  3989 I LlamaTranslationBridge: generate success promptLength=224 translatedLength=19 maxTokens=256 durationMs=286
09-10 12:07:26.987  3972  3989 I LlamaTranslationBridge: generate raw=I wanted it, but...
09-10 12:07:27.225  3972  3989 I LlamaJNI: Generation complete tokens=5 resultLength=15 durationMs=239 sampleMs=0.30 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:27.225  3972  3989 I LlamaBridge: generate completed status=success durationMs=238 responseLength=15
09-10 12:07:27.225  3972  3989 I LlamaTranslationBridge: generate success promptLength=216 translatedLength=15 maxTokens=256 durationMs=238
09-10 12:07:27.225  3972  3989 I LlamaTranslationBridge: generate raw=Do you want it?
09-10 12:07:27.517  3972  3989 I LlamaJNI: Generation complete tokens=7 resultLength=33 durationMs=292 sampleMs=0.41 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:27.517  3972  3989 I LlamaBridge: generate completed status=success durationMs=292 responseLength=33
09-10 12:07:27.517  3972  3989 I LlamaTranslationBridge: generate success promptLength=225 translatedLength=33 maxTokens=256 durationMs=292
09-10 12:07:27.517  3972  3989 I LlamaTranslationBridge: generate raw=The wooden frog brings good luck.
09-10 12:07:27.872  3972  3989 I LlamaJNI: Generation complete tokens=11 resultLength=51 durationMs=354 sampleMs=0.61 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:27.872  3972  3989 I LlamaBridge: generate completed status=success durationMs=355 responseLength=51
09-10 12:07:27.872  3972  3989 I LlamaTranslationBridge: generate success promptLength=228 translatedLength=51 maxTokens=256 durationMs=355
09-10 12:07:27.872  3972  3989 I LlamaTranslationBridge: generate raw=It was thrown away because it was no longer needed.
09-10 12:07:28.178  3972  3989 I LlamaJNI: Generation complete tokens=9 resultLength=39 durationMs=305 sampleMs=0.49 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:28.178  3972  3989 I LlamaBridge: generate completed status=success durationMs=306 responseLength=39
09-10 12:07:28.178  3972  3989 I LlamaTranslationBridge: generate success promptLength=225 translatedLength=39 maxTokens=256 durationMs=306
09-10 12:07:28.178  3972  3989 I LlamaTranslationBridge: generate raw=It might be good to decorate the store.
09-10 12:07:28.388  3972  3989 I LlamaJNI: Generation complete tokens=2 resultLength=7 durationMs=211 sampleMs=0.23 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:28.388  3972  3989 I LlamaBridge: generate completed status=success durationMs=210 responseLength=7
09-10 12:07:28.388  3972  3989 I LlamaTranslationBridge: generate success promptLength=216 translatedLength=7 maxTokens=256 durationMs=210
09-10 12:07:28.388  3972  3989 I LlamaTranslationBridge: generate raw=... but
09-10 12:07:28.723  3972  3989 I LlamaJNI: Generation complete tokens=11 resultLength=51 durationMs=334 sampleMs=0.60 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:28.723  3972  3989 I LlamaBridge: generate completed status=success durationMs=335 responseLength=51
09-10 12:07:28.723  3972  3989 I LlamaTranslationBridge: generate success promptLength=228 translatedLength=51 maxTokens=256 durationMs=335
09-10 12:07:28.723  3972  3989 I LlamaTranslationBridge: generate raw=It was thrown away because it was no longer needed.
09-10 12:07:28.931  3972  3989 I LlamaJNI: Generation complete tokens=2 resultLength=7 durationMs=208 sampleMs=0.15 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:28.931  3972  3989 I LlamaBridge: generate completed status=success durationMs=208 responseLength=7
09-10 12:07:28.931  3972  3989 I LlamaTranslationBridge: generate success promptLength=216 translatedLength=7 maxTokens=256 durationMs=208
09-10 12:07:28.931  3972  3989 I LlamaTranslationBridge: generate raw=... but
09-10 12:07:29.269  3972  3989 I LlamaJNI: Generation complete tokens=14 resultLength=55 durationMs=337 sampleMs=0.83 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:29.269  3972  3989 I LlamaBridge: generate completed status=success durationMs=338 responseLength=55
